UTC Time,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Other,Wind Onshore 
2021-03-21 21:00:00+00:00,68.0,223.0,724.0,70.0,22.0
2021-03-21 22:00:00+00:00,64.0,223.0,706.0,70.0,16.0
2021-03-21 23:00:00+00:00,64.0,223.0,335.0,70.0,15.0
2021-03-22 00:00:00+00:00,64.0,223.0,328.0,70.0,12.0
2021-03-22 01:00:00+00:00,64.0,223.0,331.0,70.0,11.0
2021-03-22 02:00:00+00:00,67.0,223.0,330.0,69.0,11.0
2021-03-22 03:00:00+00:00,70.0,222.0,331.0,69.0,12.0
2021-03-22 04:00:00+00:00,73.0,223.0,388.0,69.0,11.0
2021-03-22 05:00:00+00:00,76.0,231.0,645.0,69.0,9.0
2021-03-22 06:00:00+00:00,76.0,261.0,891.0,69.0,10.0
2021-03-22 07:00:00+00:00,76.0,337.0,856.0,68.0,13.0
2021-03-22 08:00:00+00:00,76.0,396.0,833.0,68.0,8.0
2021-03-22 09:00:00+00:00,76.0,404.0,827.0,68.0,6.0
2021-03-22 10:00:00+00:00,76.0,404.0,730.0,68.0,10.0
2021-03-22 11:00:00+00:00,76.0,404.0,644.0,69.0,11.0
2021-03-22 12:00:00+00:00,75.0,399.0,524.0,69.0,12.0
2021-03-22 13:00:00+00:00,75.0,397.0,453.0,70.0,11.0
2021-03-22 14:00:00+00:00,77.0,397.0,421.0,70.0,6.0
2021-03-22 15:00:00+00:00,77.0,416.0,418.0,70.0,5.0
2021-03-22 16:00:00+00:00,77.0,457.0,572.0,70.0,4.0
2021-03-22 17:00:00+00:00,77.0,456.0,659.0,70.0,1.0
2021-03-22 18:00:00+00:00,77.0,456.0,310.0,70.0,1.0
2021-03-22 19:00:00+00:00,77.0,472.0,242.0,70.0,1.0
2021-03-22 20:00:00+00:00,76.0,476.0,147.0,70.0,1.0
2021-03-22 21:00:00+00:00,72.0,472.0,134.0,70.0,0.0
2021-03-22 22:00:00+00:00,68.0,462.0,137.0,70.0,1.0
2021-03-22 23:00:00+00:00,66.0,465.0,146.0,70.0,1.0
2021-03-23 00:00:00+00:00,66.0,465.0,148.0,70.0,1.0
2021-03-23 01:00:00+00:00,66.0,465.0,148.0,70.0,0.0
2021-03-23 02:00:00+00:00,66.0,414.0,182.0,70.0,0.0
2021-03-23 03:00:00+00:00,69.0,410.0,192.0,70.0,1.0
2021-03-23 04:00:00+00:00,73.0,400.0,255.0,69.0,0.0
2021-03-23 05:00:00+00:00,76.0,345.0,709.0,69.0,0.0
2021-03-23 06:00:00+00:00,77.0,318.0,933.0,69.0,0.0
2021-03-23 07:00:00+00:00,77.0,268.0,1066.0,69.0,0.0
2021-03-23 08:00:00+00:00,77.0,246.0,979.0,70.0,0.0
2021-03-23 09:00:00+00:00,78.0,202.0,1008.0,70.0,0.0
2021-03-23 10:00:00+00:00,78.0,189.0,924.0,70.0,1.0
2021-03-23 11:00:00+00:00,78.0,213.0,881.0,70.0,2.0
2021-03-23 12:00:00+00:00,77.0,197.0,620.0,71.0,2.0
2021-03-23 13:00:00+00:00,74.0,204.0,672.0,69.0,1.0
2021-03-23 14:00:00+00:00,73.0,219.0,650.0,69.0,0.0
2021-03-23 15:00:00+00:00,71.0,225.0,738.0,69.0,1.0
2021-03-23 16:00:00+00:00,72.0,232.0,719.0,69.0,1.0
2021-03-23 17:00:00+00:00,72.0,264.0,769.0,69.0,0.0
2021-03-23 18:00:00+00:00,72.0,299.0,558.0,70.0,1.0
2021-03-23 19:00:00+00:00,71.0,305.0,545.0,70.0,4.0
2021-03-23 20:00:00+00:00,68.0,333.0,309.0,70.0,6.0
2021-03-23 21:00:00+00:00,65.0,338.0,268.0,70.0,7.0
2021-03-23 22:00:00+00:00,64.0,328.0,276.0,70.0,5.0
2021-03-23 23:00:00+00:00,64.0,330.0,304.0,70.0,6.0
2021-03-24 00:00:00+00:00,64.0,329.0,295.0,70.0,6.0
2021-03-24 01:00:00+00:00,64.0,324.0,292.0,71.0,7.0
2021-03-24 02:00:00+00:00,64.0,315.0,292.0,70.0,11.0
2021-03-24 03:00:00+00:00,67.0,292.0,320.0,70.0,19.0
2021-03-24 04:00:00+00:00,72.0,285.0,461.0,70.0,21.0
2021-03-24 05:00:00+00:00,75.0,296.0,571.0,70.0,26.0
2021-03-24 06:00:00+00:00,77.0,286.0,714.0,70.0,33.0
2021-03-24 07:00:00+00:00,76.0,291.0,785.0,69.0,35.0
2021-03-24 08:00:00+00:00,76.0,282.0,786.0,69.0,32.0
2021-03-24 09:00:00+00:00,76.0,253.0,765.0,69.0,30.0
2021-03-24 10:00:00+00:00,75.0,241.0,786.0,68.0,37.0
2021-03-24 11:00:00+00:00,74.0,241.0,775.0,68.0,39.0
2021-03-24 12:00:00+00:00,70.0,254.0,782.0,68.0,39.0
2021-03-24 13:00:00+00:00,69.0,272.0,758.0,68.0,37.0
2021-03-24 14:00:00+00:00,73.0,279.0,765.0,68.0,37.0
2021-03-24 15:00:00+00:00,75.0,284.0,742.0,68.0,32.0
2021-03-24 16:00:00+00:00,76.0,302.0,807.0,68.0,29.0
2021-03-24 17:00:00+00:00,76.0,307.0,902.0,69.0,25.0
2021-03-24 18:00:00+00:00,73.0,312.0,484.0,69.0,21.0
2021-03-24 19:00:00+00:00,69.0,317.0,460.0,70.0,19.0
2021-03-24 20:00:00+00:00,66.0,309.0,326.0,70.0,16.0
2021-03-24 21:00:00+00:00,63.0,302.0,349.0,70.0,11.0
2021-03-24 22:00:00+00:00,62.0,299.0,338.0,70.0,11.0
2021-03-24 23:00:00+00:00,62.0,296.0,285.0,70.0,13.0
2021-03-25 00:00:00+00:00,62.0,290.0,284.0,70.0,12.0
2021-03-25 01:00:00+00:00,62.0,284.0,243.0,70.0,11.0
2021-03-25 02:00:00+00:00,62.0,281.0,285.0,70.0,9.0
2021-03-25 03:00:00+00:00,67.0,283.0,287.0,70.0,9.0
2021-03-25 04:00:00+00:00,72.0,274.0,349.0,69.0,9.0
2021-03-25 05:00:00+00:00,76.0,280.0,654.0,69.0,8.0
2021-03-25 06:00:00+00:00,77.0,275.0,812.0,69.0,9.0
2021-03-25 07:00:00+00:00,76.0,280.0,877.0,69.0,9.0
2021-03-25 08:00:00+00:00,76.0,277.0,790.0,69.0,12.0
2021-03-25 09:00:00+00:00,76.0,262.0,783.0,68.0,11.0
2021-03-25 10:00:00+00:00,76.0,253.0,605.0,68.0,13.0
2021-03-25 11:00:00+00:00,76.0,228.0,595.0,68.0,11.0
2021-03-25 12:00:00+00:00,74.0,180.0,577.0,68.0,11.0
2021-03-25 13:00:00+00:00,73.0,177.0,519.0,67.0,12.0
2021-03-25 14:00:00+00:00,75.0,184.0,517.0,67.0,8.0
2021-03-25 15:00:00+00:00,75.0,200.0,501.0,67.0,6.0
2021-03-25 16:00:00+00:00,75.0,222.0,497.0,68.0,9.0
2021-03-25 17:00:00+00:00,76.0,240.0,636.0,68.0,7.0
2021-03-25 18:00:00+00:00,73.0,260.0,430.0,69.0,6.0
2021-03-25 19:00:00+00:00,67.0,310.0,351.0,69.0,4.0
2021-03-25 20:00:00+00:00,62.0,319.0,248.0,69.0,4.0
2021-03-25 21:00:00+00:00,62.0,328.0,248.0,70.0,4.0
2021-03-25 22:00:00+00:00,62.0,328.0,248.0,70.0,5.0
2021-03-25 23:00:00+00:00,62.0,335.0,249.0,70.0,7.0
2021-03-26 00:00:00+00:00,62.0,349.0,249.0,70.0,7.0
2021-03-26 01:00:00+00:00,62.0,338.0,248.0,70.0,8.0
2021-03-26 02:00:00+00:00,62.0,327.0,249.0,70.0,8.0
2021-03-26 03:00:00+00:00,66.0,313.0,249.0,70.0,7.0
2021-03-26 04:00:00+00:00,69.0,281.0,306.0,69.0,8.0
2021-03-26 05:00:00+00:00,73.0,279.0,356.0,69.0,6.0
2021-03-26 06:00:00+00:00,74.0,274.0,651.0,69.0,4.0
2021-03-26 07:00:00+00:00,76.0,255.0,762.0,69.0,4.0
2021-03-26 08:00:00+00:00,76.0,238.0,709.0,68.0,5.0
2021-03-26 09:00:00+00:00,75.0,178.0,844.0,68.0,4.0
2021-03-26 10:00:00+00:00,75.0,149.0,889.0,67.0,4.0
2021-03-26 11:00:00+00:00,74.0,137.0,893.0,67.0,4.0
2021-03-26 12:00:00+00:00,73.0,138.0,964.0,66.0,5.0
2021-03-26 13:00:00+00:00,72.0,138.0,853.0,66.0,6.0
2021-03-26 14:00:00+00:00,74.0,138.0,882.0,67.0,8.0
2021-03-26 15:00:00+00:00,75.0,138.0,996.0,67.0,3.0
2021-03-26 16:00:00+00:00,75.0,138.0,1019.0,68.0,3.0
2021-03-26 17:00:00+00:00,76.0,170.0,1010.0,68.0,5.0
2021-03-26 18:00:00+00:00,74.0,178.0,488.0,69.0,10.0
2021-03-26 19:00:00+00:00,70.0,185.0,465.0,69.0,11.0
2021-03-26 20:00:00+00:00,66.0,198.0,394.0,70.0,11.0
2021-03-26 21:00:00+00:00,63.0,215.0,360.0,70.0,11.0
2021-03-26 22:00:00+00:00,62.0,230.0,337.0,70.0,13.0
2021-03-26 23:00:00+00:00,62.0,233.0,195.0,70.0,14.0
2021-03-27 00:00:00+00:00,62.0,233.0,194.0,70.0,14.0
2021-03-27 01:00:00+00:00,62.0,234.0,194.0,70.0,8.0
2021-03-27 02:00:00+00:00,62.0,228.0,142.0,70.0,7.0
2021-03-27 03:00:00+00:00,62.0,222.0,182.0,70.0,11.0
2021-03-27 04:00:00+00:00,65.0,210.0,178.0,69.0,11.0
2021-03-27 05:00:00+00:00,68.0,202.0,210.0,69.0,10.0
2021-03-27 06:00:00+00:00,67.0,192.0,336.0,69.0,11.0
2021-03-27 07:00:00+00:00,67.0,156.0,517.0,69.0,11.0
2021-03-27 08:00:00+00:00,66.0,131.0,566.0,68.0,12.0
2021-03-27 09:00:00+00:00,65.0,131.0,533.0,67.0,14.0
2021-03-27 10:00:00+00:00,63.0,131.0,508.0,66.0,19.0
2021-03-27 11:00:00+00:00,60.0,131.0,525.0,65.0,33.0
2021-03-27 12:00:00+00:00,60.0,131.0,573.0,64.0,34.0
2021-03-27 13:00:00+00:00,60.0,131.0,518.0,64.0,36.0
2021-03-27 14:00:00+00:00,60.0,131.0,646.0,65.0,33.0
2021-03-27 15:00:00+00:00,61.0,130.0,830.0,65.0,30.0
2021-03-27 16:00:00+00:00,63.0,131.0,866.0,67.0,22.0
2021-03-27 17:00:00+00:00,64.0,131.0,892.0,68.0,24.0
2021-03-27 18:00:00+00:00,65.0,134.0,892.0,69.0,29.0
2021-03-27 19:00:00+00:00,65.0,140.0,917.0,69.0,28.0
2021-03-27 20:00:00+00:00,62.0,137.0,575.0,69.0,25.0
2021-03-27 21:00:00+00:00,62.0,133.0,524.0,69.0,27.0
2021-03-27 22:00:00+00:00,61.0,131.0,367.0,69.0,33.0
2021-03-27 23:00:00+00:00,61.0,131.0,163.0,69.0,35.0
2021-03-28 00:00:00+00:00,61.0,131.0,277.0,69.0,37.0
2021-03-28 01:00:00+00:00,61.0,135.0,356.0,69.0,41.0
2021-03-28 02:00:00+00:00,62.0,170.0,299.0,70.0,40.0
2021-03-28 03:00:00+00:00,65.0,190.0,217.0,69.0,35.0
2021-03-28 04:00:00+00:00,68.0,227.0,289.0,69.0,36.0
2021-03-28 05:00:00+00:00,70.0,235.0,384.0,69.0,36.0
2021-03-28 06:00:00+00:00,70.0,237.0,421.0,68.0,38.0
2021-03-28 07:00:00+00:00,69.0,226.0,472.0,68.0,44.0
2021-03-28 08:00:00+00:00,67.0,211.0,475.0,67.0,46.0
2021-03-28 09:00:00+00:00,66.0,186.0,334.0,67.0,50.0
2021-03-28 10:00:00+00:00,66.0,169.0,323.0,66.0,52.0
2021-03-28 11:00:00+00:00,66.0,159.0,263.0,66.0,53.0
2021-03-28 12:00:00+00:00,66.0,151.0,291.0,66.0,54.0
2021-03-28 13:00:00+00:00,65.0,151.0,291.0,66.0,51.0
2021-03-28 14:00:00+00:00,66.0,151.0,355.0,67.0,47.0
2021-03-28 15:00:00+00:00,68.0,175.0,442.0,69.0,45.0
2021-03-28 16:00:00+00:00,69.0,207.0,508.0,70.0,46.0
2021-03-28 17:00:00+00:00,70.0,254.0,471.0,71.0,41.0
2021-03-28 18:00:00+00:00,69.0,259.0,534.0,71.0,38.0
2021-03-28 19:00:00+00:00,65.0,270.0,503.0,71.0,37.0
2021-03-28 20:00:00+00:00,63.0,274.0,305.0,72.0,33.0
2021-03-28 21:00:00+00:00,63.0,274.0,302.0,72.0,33.0
2021-03-28 22:00:00+00:00,63.0,254.0,133.0,72.0,32.0
2021-03-28 23:00:00+00:00,63.0,229.0,92.0,71.0,33.0
2021-03-29 00:00:00+00:00,63.0,210.0,106.0,71.0,38.0
2021-03-29 01:00:00+00:00,63.0,197.0,125.0,71.0,42.0
2021-03-29 02:00:00+00:00,63.0,187.0,127.0,71.0,42.0
2021-03-29 03:00:00+00:00,67.0,188.0,147.0,71.0,38.0
2021-03-29 04:00:00+00:00,71.0,192.0,299.0,71.0,43.0
2021-03-29 05:00:00+00:00,77.0,195.0,304.0,71.0,40.0
2021-03-29 06:00:00+00:00,78.0,190.0,574.0,70.0,36.0
2021-03-29 07:00:00+00:00,77.0,172.0,628.0,69.0,32.0
2021-03-29 08:00:00+00:00,76.0,168.0,648.0,68.0,35.0
2021-03-29 09:00:00+00:00,75.0,214.0,723.0,67.0,34.0
2021-03-29 10:00:00+00:00,74.0,226.0,754.0,67.0,32.0
2021-03-29 11:00:00+00:00,72.0,226.0,667.0,66.0,38.0
2021-03-29 12:00:00+00:00,72.0,226.0,467.0,66.0,38.0
2021-03-29 13:00:00+00:00,74.0,226.0,374.0,66.0,39.0
2021-03-29 14:00:00+00:00,75.0,199.0,350.0,67.0,43.0
2021-03-29 15:00:00+00:00,75.0,211.0,309.0,68.0,47.0
2021-03-29 16:00:00+00:00,76.0,218.0,247.0,68.0,50.0
2021-03-29 17:00:00+00:00,77.0,225.0,248.0,69.0,51.0
2021-03-29 18:00:00+00:00,77.0,157.0,317.0,70.0,48.0
2021-03-29 19:00:00+00:00,71.0,151.0,304.0,70.0,42.0
2021-03-29 20:00:00+00:00,66.0,146.0,258.0,70.0,40.0
2021-03-29 21:00:00+00:00,62.0,131.0,265.0,70.0,39.0
2021-03-29 22:00:00+00:00,62.0,131.0,267.0,70.0,28.0
2021-03-29 23:00:00+00:00,62.0,131.0,267.0,70.0,23.0
2021-03-30 00:00:00+00:00,62.0,131.0,267.0,70.0,17.0
2021-03-30 01:00:00+00:00,62.0,131.0,267.0,70.0,17.0
2021-03-30 02:00:00+00:00,62.0,131.0,267.0,70.0,17.0
2021-03-30 03:00:00+00:00,65.0,132.0,267.0,70.0,14.0
2021-03-30 04:00:00+00:00,71.0,139.0,481.0,69.0,13.0
2021-03-30 05:00:00+00:00,75.0,137.0,608.0,69.0,14.0
2021-03-30 06:00:00+00:00,76.0,138.0,666.0,69.0,21.0
2021-03-30 07:00:00+00:00,76.0,138.0,704.0,69.0,21.0
2021-03-30 08:00:00+00:00,76.0,138.0,630.0,68.0,27.0
2021-03-30 09:00:00+00:00,75.0,138.0,538.0,67.0,28.0
2021-03-30 10:00:00+00:00,74.0,138.0,587.0,67.0,36.0
2021-03-30 11:00:00+00:00,72.0,138.0,643.0,66.0,40.0
2021-03-30 12:00:00+00:00,72.0,138.0,643.0,65.0,47.0
2021-03-30 13:00:00+00:00,73.0,138.0,700.0,65.0,42.0
2021-03-30 14:00:00+00:00,74.0,138.0,753.0,66.0,42.0
2021-03-30 15:00:00+00:00,74.0,138.0,686.0,67.0,30.0
2021-03-30 16:00:00+00:00,75.0,143.0,686.0,67.0,32.0
2021-03-30 17:00:00+00:00,75.0,158.0,773.0,68.0,30.0
2021-03-30 18:00:00+00:00,76.0,152.0,617.0,68.0,25.0
2021-03-30 19:00:00+00:00,74.0,151.0,570.0,68.0,16.0
2021-03-30 20:00:00+00:00,70.0,152.0,434.0,68.0,9.0
2021-03-30 21:00:00+00:00,64.0,151.0,247.0,68.0,7.0
2021-03-30 22:00:00+00:00,63.0,150.0,308.0,68.0,9.0
2021-03-30 23:00:00+00:00,61.0,151.0,246.0,68.0,8.0
2021-03-31 00:00:00+00:00,60.0,155.0,272.0,68.0,8.0
2021-03-31 01:00:00+00:00,60.0,170.0,253.0,68.0,14.0
2021-03-31 02:00:00+00:00,61.0,200.0,264.0,69.0,20.0
2021-03-31 03:00:00+00:00,64.0,225.0,374.0,69.0,19.0
2021-03-31 04:00:00+00:00,67.0,269.0,792.0,68.0,17.0
2021-03-31 05:00:00+00:00,70.0,281.0,845.0,68.0,18.0
2021-03-31 06:00:00+00:00,74.0,279.0,867.0,68.0,14.0
2021-03-31 07:00:00+00:00,74.0,226.0,822.0,67.0,12.0
2021-03-31 08:00:00+00:00,74.0,254.0,607.0,66.0,11.0
2021-03-31 09:00:00+00:00,73.0,258.0,587.0,65.0,10.0
2021-03-31 10:00:00+00:00,73.0,211.0,612.0,65.0,10.0
2021-03-31 11:00:00+00:00,71.0,158.0,624.0,65.0,8.0
2021-03-31 12:00:00+00:00,72.0,157.0,634.0,67.0,7.0
2021-03-31 13:00:00+00:00,74.0,157.0,618.0,67.0,5.0
2021-03-31 14:00:00+00:00,75.0,157.0,713.0,67.0,4.0
2021-03-31 15:00:00+00:00,75.0,157.0,690.0,68.0,3.0
2021-03-31 16:00:00+00:00,76.0,157.0,736.0,68.0,2.0
2021-03-31 17:00:00+00:00,76.0,157.0,771.0,68.0,3.0
2021-03-31 18:00:00+00:00,76.0,152.0,779.0,69.0,4.0
2021-03-31 19:00:00+00:00,76.0,152.0,748.0,69.0,3.0
2021-03-31 20:00:00+00:00,72.0,151.0,533.0,69.0,3.0
2021-03-31 21:00:00+00:00,64.0,151.0,252.0,68.0,4.0
2021-03-31 22:00:00+00:00,61.0,150.0,244.0,68.0,3.0
2021-03-31 23:00:00+00:00,61.0,150.0,272.0,68.0,6.0
2021-04-01 00:00:00+00:00,61.0,150.0,272.0,68.0,11.0
2021-04-01 01:00:00+00:00,61.0,150.0,268.0,69.0,5.0
2021-04-01 02:00:00+00:00,61.0,150.0,242.0,69.0,2.0
2021-04-01 03:00:00+00:00,64.0,151.0,403.0,69.0,2.0
2021-04-01 04:00:00+00:00,67.0,157.0,682.0,69.0,13.0
2021-04-01 05:00:00+00:00,71.0,157.0,898.0,70.0,7.0
2021-04-01 06:00:00+00:00,74.0,157.0,1053.0,69.0,4.0
2021-04-01 07:00:00+00:00,74.0,157.0,1004.0,68.0,3.0
2021-04-01 08:00:00+00:00,74.0,158.0,899.0,67.0,1.0
2021-04-01 09:00:00+00:00,74.0,157.0,900.0,67.0,1.0
2021-04-01 10:00:00+00:00,74.0,157.0,900.0,67.0,6.0
2021-04-01 11:00:00+00:00,73.0,152.0,895.0,67.0,10.0
2021-04-01 12:00:00+00:00,73.0,152.0,731.0,67.0,15.0
2021-04-01 13:00:00+00:00,70.0,151.0,754.0,67.0,17.0
2021-04-01 14:00:00+00:00,67.0,151.0,758.0,68.0,14.0
2021-04-01 15:00:00+00:00,66.0,152.0,628.0,68.0,13.0
2021-04-01 16:00:00+00:00,67.0,192.0,591.0,68.0,8.0
2021-04-01 17:00:00+00:00,69.0,240.0,635.0,69.0,6.0
2021-04-01 18:00:00+00:00,70.0,152.0,536.0,69.0,5.0
2021-04-01 19:00:00+00:00,69.0,151.0,478.0,69.0,4.0
2021-04-01 20:00:00+00:00,64.0,151.0,398.0,69.0,8.0
2021-04-01 21:00:00+00:00,61.0,151.0,308.0,69.0,9.0
2021-04-01 22:00:00+00:00,61.0,150.0,234.0,69.0,7.0
2021-04-01 23:00:00+00:00,60.0,150.0,232.0,68.0,6.0
2021-04-02 00:00:00+00:00,61.0,150.0,251.0,69.0,7.0
2021-04-02 01:00:00+00:00,61.0,150.0,256.0,69.0,7.0
2021-04-02 02:00:00+00:00,63.0,150.0,258.0,69.0,5.0
2021-04-02 03:00:00+00:00,66.0,150.0,395.0,69.0,4.0
2021-04-02 04:00:00+00:00,70.0,151.0,536.0,69.0,7.0
2021-04-02 05:00:00+00:00,73.0,152.0,674.0,68.0,7.0
2021-04-02 06:00:00+00:00,74.0,152.0,800.0,68.0,5.0
2021-04-02 07:00:00+00:00,73.0,151.0,1134.0,68.0,3.0
2021-04-02 08:00:00+00:00,69.0,152.0,973.0,67.0,3.0
2021-04-02 09:00:00+00:00,68.0,153.0,916.0,67.0,5.0
2021-04-02 10:00:00+00:00,67.0,152.0,925.0,67.0,3.0
2021-04-02 11:00:00+00:00,67.0,153.0,771.0,67.0,2.0
2021-04-02 12:00:00+00:00,66.0,153.0,651.0,67.0,4.0
2021-04-02 13:00:00+00:00,66.0,152.0,737.0,67.0,4.0
2021-04-02 14:00:00+00:00,66.0,153.0,844.0,67.0,3.0
2021-04-02 15:00:00+00:00,68.0,152.0,740.0,68.0,6.0
2021-04-02 16:00:00+00:00,69.0,152.0,746.0,68.0,4.0
2021-04-02 17:00:00+00:00,70.0,152.0,750.0,69.0,4.0
2021-04-02 18:00:00+00:00,70.0,152.0,620.0,69.0,7.0
2021-04-02 19:00:00+00:00,68.0,152.0,472.0,69.0,14.0
2021-04-02 20:00:00+00:00,64.0,152.0,415.0,69.0,16.0
2021-04-02 21:00:00+00:00,61.0,151.0,270.0,69.0,16.0
2021-04-02 22:00:00+00:00,61.0,151.0,341.0,68.0,15.0
2021-04-02 23:00:00+00:00,61.0,151.0,342.0,68.0,18.0
2021-04-03 00:00:00+00:00,61.0,151.0,341.0,68.0,18.0
2021-04-03 01:00:00+00:00,62.0,151.0,341.0,69.0,15.0
2021-04-03 02:00:00+00:00,65.0,151.0,342.0,69.0,17.0
2021-04-03 03:00:00+00:00,68.0,151.0,449.0,69.0,14.0
2021-04-03 04:00:00+00:00,73.0,151.0,425.0,69.0,14.0
2021-04-03 05:00:00+00:00,74.0,151.0,540.0,68.0,13.0
2021-04-03 06:00:00+00:00,74.0,151.0,622.0,69.0,15.0
2021-04-03 07:00:00+00:00,73.0,151.0,639.0,68.0,19.0
2021-04-03 08:00:00+00:00,71.0,151.0,646.0,67.0,24.0
2021-04-03 09:00:00+00:00,68.0,151.0,650.0,67.0,29.0
2021-04-03 10:00:00+00:00,64.0,151.0,738.0,67.0,29.0
2021-04-03 11:00:00+00:00,61.0,151.0,763.0,67.0,33.0
2021-04-03 12:00:00+00:00,61.0,151.0,694.0,67.0,29.0
2021-04-03 13:00:00+00:00,61.0,151.0,815.0,67.0,30.0
2021-04-03 14:00:00+00:00,61.0,151.0,898.0,67.0,29.0
2021-04-03 15:00:00+00:00,63.0,151.0,929.0,68.0,24.0
2021-04-03 16:00:00+00:00,66.0,151.0,928.0,68.0,17.0
2021-04-03 17:00:00+00:00,70.0,151.0,928.0,69.0,8.0
2021-04-03 18:00:00+00:00,70.0,151.0,970.0,69.0,8.0
2021-04-03 19:00:00+00:00,71.0,151.0,881.0,69.0,6.0
2021-04-03 20:00:00+00:00,70.0,151.0,714.0,69.0,4.0
2021-04-03 21:00:00+00:00,66.0,151.0,524.0,69.0,5.0
2021-04-03 22:00:00+00:00,62.0,151.0,756.0,68.0,8.0
2021-04-03 23:00:00+00:00,61.0,151.0,697.0,68.0,12.0
2021-04-04 00:00:00+00:00,61.0,151.0,696.0,68.0,11.0
2021-04-04 01:00:00+00:00,63.0,151.0,696.0,69.0,9.0
2021-04-04 02:00:00+00:00,66.0,151.0,696.0,69.0,11.0
2021-04-04 03:00:00+00:00,69.0,151.0,787.0,69.0,14.0
2021-04-04 04:00:00+00:00,72.0,151.0,912.0,69.0,12.0
2021-04-04 05:00:00+00:00,75.0,151.0,914.0,68.0,12.0
2021-04-04 06:00:00+00:00,74.0,151.0,828.0,68.0,11.0
2021-04-04 07:00:00+00:00,73.0,151.0,840.0,67.0,15.0
2021-04-04 08:00:00+00:00,70.0,151.0,749.0,67.0,18.0
2021-04-04 09:00:00+00:00,65.0,151.0,695.0,67.0,30.0
2021-04-04 10:00:00+00:00,62.0,151.0,691.0,66.0,39.0
2021-04-04 11:00:00+00:00,60.0,110.0,632.0,66.0,49.0
2021-04-04 12:00:00+00:00,60.0,0.0,165.0,66.0,54.0
2021-04-04 13:00:00+00:00,61.0,0.0,159.0,67.0,54.0
2021-04-04 14:00:00+00:00,61.0,0.0,159.0,67.0,54.0
2021-04-04 15:00:00+00:00,61.0,0.0,640.0,67.0,55.0
2021-04-04 16:00:00+00:00,65.0,0.0,697.0,68.0,55.0
2021-04-04 17:00:00+00:00,68.0,0.0,718.0,68.0,54.0
2021-04-04 18:00:00+00:00,69.0,0.0,942.0,69.0,54.0
2021-04-04 19:00:00+00:00,65.0,0.0,999.0,69.0,56.0
2021-04-04 20:00:00+00:00,62.0,0.0,937.0,69.0,57.0
2021-04-04 21:00:00+00:00,60.0,0.0,653.0,68.0,54.0
2021-04-04 22:00:00+00:00,60.0,0.0,309.0,68.0,54.0
2021-04-04 23:00:00+00:00,60.0,0.0,210.0,68.0,54.0
2021-04-05 00:00:00+00:00,60.0,0.0,161.0,68.0,54.0
2021-04-05 01:00:00+00:00,60.0,0.0,161.0,68.0,54.0
2021-04-05 02:00:00+00:00,60.0,0.0,156.0,68.0,54.0
2021-04-05 03:00:00+00:00,60.0,0.0,157.0,68.0,54.0
2021-04-05 04:00:00+00:00,60.0,0.0,157.0,68.0,54.0
2021-04-05 05:00:00+00:00,60.0,0.0,246.0,68.0,54.0
2021-04-05 06:00:00+00:00,62.0,0.0,555.0,67.0,53.0
2021-04-05 07:00:00+00:00,62.0,0.0,847.0,67.0,54.0
2021-04-05 08:00:00+00:00,62.0,0.0,852.0,67.0,54.0
2021-04-05 09:00:00+00:00,62.0,0.0,850.0,67.0,47.0
2021-04-05 10:00:00+00:00,61.0,0.0,977.0,66.0,15.0
2021-04-05 11:00:00+00:00,62.0,0.0,971.0,66.0,5.0
2021-04-05 12:00:00+00:00,63.0,0.0,972.0,67.0,15.0
2021-04-05 13:00:00+00:00,63.0,0.0,1109.0,67.0,22.0
2021-04-05 14:00:00+00:00,63.0,0.0,1120.0,67.0,27.0
2021-04-05 15:00:00+00:00,64.0,0.0,1121.0,68.0,37.0
2021-04-05 16:00:00+00:00,64.0,0.0,1128.0,68.0,30.0
2021-04-05 17:00:00+00:00,64.0,0.0,1141.0,68.0,22.0
2021-04-05 18:00:00+00:00,65.0,0.0,1141.0,69.0,28.0
2021-04-05 19:00:00+00:00,65.0,0.0,1087.0,69.0,21.0
2021-04-05 20:00:00+00:00,66.0,0.0,1074.0,69.0,14.0
2021-04-05 21:00:00+00:00,63.0,0.0,1070.0,68.0,15.0
2021-04-05 22:00:00+00:00,64.0,0.0,573.0,68.0,11.0
2021-04-05 23:00:00+00:00,64.0,0.0,534.0,68.0,11.0
2021-04-06 00:00:00+00:00,65.0,0.0,534.0,69.0,12.0
2021-04-06 01:00:00+00:00,65.0,0.0,534.0,69.0,16.0
2021-04-06 02:00:00+00:00,66.0,0.0,623.0,69.0,18.0
2021-04-06 03:00:00+00:00,67.0,0.0,771.0,69.0,21.0
2021-04-06 04:00:00+00:00,71.0,0.0,879.0,69.0,27.0
2021-04-06 05:00:00+00:00,73.0,0.0,1006.0,68.0,26.0
2021-04-06 06:00:00+00:00,74.0,0.0,1152.0,69.0,33.0
2021-04-06 07:00:00+00:00,71.0,0.0,1146.0,67.0,39.0
2021-04-06 08:00:00+00:00,71.0,0.0,1178.0,67.0,36.0
2021-04-06 09:00:00+00:00,69.0,0.0,1163.0,67.0,41.0
2021-04-06 10:00:00+00:00,65.0,0.0,1146.0,67.0,48.0
2021-04-06 11:00:00+00:00,63.0,0.0,1143.0,67.0,51.0
2021-04-06 12:00:00+00:00,60.0,0.0,1079.0,66.0,53.0
