,UTC time,carbon_intensity,biomass,coal,nat_gas,geothermal,hydro,nuclear,oil,solar,wind,unknown
15726,2021-10-17 06:00:00+00:00,433.74,20435,85584,12187,88,4437,31214,1401,610,35708,1750
15727,2021-10-17 07:00:00+00:00,432.5,20480,89280,12235,88,4522,31217,1401,8182,32691,1876
15728,2021-10-17 08:00:00+00:00,416.93,20533,90253,12637,88,4525,31229,1401,21831,28926,1870
15729,2021-10-17 09:00:00+00:00,400.17,20552,89816,12608,88,4455,31874,1400,35928,24142,1816
15730,2021-10-17 10:00:00+00:00,384.84,20586,89879,12179,88,4441,32172,1401,48328,21518,1650
15731,2021-10-17 11:00:00+00:00,370.9,20559,88532,11607,88,4421,32138,1400,55270,22358,1582
15732,2021-10-17 12:00:00+00:00,361.1,20607,84567,11994,88,4347,32112,1400,54638,24611,1581
15733,2021-10-17 13:00:00+00:00,368.01,20616,84102,11804,88,4323,32063,1400,48882,24670,1582
15734,2021-10-17 14:00:00+00:00,396.65,20620,87902,11726,88,4316,32082,1400,36669,22903,1584
15735,2021-10-17 15:00:00+00:00,426.58,20628,90427,12623,88,4361,32055,1400,19434,25498,1675
15736,2021-10-17 16:00:00+00:00,448.25,20589,90676,13828,88,4380,32055,1401,4336,29639,2032
15737,2021-10-17 17:00:00+00:00,449.36,20625,90424,14468,88,4645,32058,1400,31,32695,2067
15738,2021-10-17 18:00:00+00:00,439.26,20668,90345,15334,88,4249,32076,1400,0,37801,2097
15739,2021-10-17 19:00:00+00:00,428.67,20654,90247,14561,88,4397,32057,1401,0,42653,2100
15740,2021-10-17 20:00:00+00:00,429.47,20649,89928,14327,88,4294,31980,1400,0,42101,2100
15741,2021-10-17 21:00:00+00:00,426.5,20606,87081,14193,88,4309,31948,1400,0,40884,2076
15742,2021-10-17 22:00:00+00:00,421.58,20600,83363,13923,88,4261,31957,1401,0,39686,2051
15743,2021-10-17 23:00:00+00:00,417.7,20524,82969,13164,88,4254,31904,1400,0,41094,1992
15744,2021-10-18 00:00:00+00:00,377.73,20423,77976,12739,112,4801,31467,1394,0,56131,1709
15745,2021-10-18 01:00:00+00:00,414.91,20342,81201,13090,88,4385,31916,1400,0,40568,1920
15746,2021-10-18 02:00:00+00:00,418.93,20294,82153,13321,88,4328,31894,1401,0,39717,1912
15747,2021-10-18 03:00:00+00:00,429.22,20244,87242,13700,88,4332,31909,1400,0,39729,1912
15748,2021-10-18 04:00:00+00:00,443.34,20216,92665,15426,88,4361,31943,1400,0,38087,1986
15749,2021-10-18 05:00:00+00:00,452.3,20274,97076,20073,88,4389,31944,1400,0,37965,2075
15750,2021-10-18 06:00:00+00:00,454.41,20369,99354,23184,88,4475,32008,1401,420,38504,2110
15751,2021-10-18 07:00:00+00:00,443.58,20428,101303,24619,88,4420,32008,1400,8128,38856,2145
15752,2021-10-18 08:00:00+00:00,423.87,20476,101908,26036,88,4566,32006,1401,24772,35367,2144
15753,2021-10-18 09:00:00+00:00,409.55,20529,101785,25525,88,4496,31976,1400,41721,28643,2137
15754,2021-10-18 10:00:00+00:00,393.78,20537,101350,25518,88,4476,31968,1400,56286,25549,2133
15755,2021-10-18 11:00:00+00:00,379.45,20556,101143,24501,88,4378,31928,1400,65962,26805,2124
15756,2021-10-18 12:00:00+00:00,374.44,20637,100985,22742,88,4383,31965,1400,69362,26673,2054
15757,2021-10-18 13:00:00+00:00,379.13,20676,100765,20868,88,4414,31835,1400,62381,28664,2020
15758,2021-10-18 14:00:00+00:00,404.5,20608,100820,21427,88,4436,31975,1391,44269,27645,2012
15759,2021-10-18 15:00:00+00:00,439.64,20597,101008,23687,88,4756,31931,1366,22404,27057,2013
15760,2021-10-18 16:00:00+00:00,466.3,20614,101018,25517,88,4733,31512,1392,5032,29942,2050
15761,2021-10-18 17:00:00+00:00,458.5,20654,100930,25847,88,5508,31240,1392,27,37896,2075
15762,2021-10-18 18:00:00+00:00,438.31,20709,100238,25769,88,4938,31229,1392,0,48492,2070
15763,2021-10-18 19:00:00+00:00,412.58,20701,96697,22996,88,4609,31109,1392,0,59716,1871
15764,2021-10-18 20:00:00+00:00,390.83,20666,89455,18322,88,4600,31239,1392,0,63844,1800
15765,2021-10-18 21:00:00+00:00,380.56,20580,86139,15530,88,4531,31249,1392,0,65612,1818
15766,2021-10-18 22:00:00+00:00,380.1,20611,84071,13927,96,4645,31276,1392,0,62753,1771
15767,2021-10-18 23:00:00+00:00,369.45,20496,79588,12871,120,4871,31261,1391,0,62969,1588
15768,2021-10-19 00:00:00+00:00,218.13,20345,43566,11304,96,4628,31460,1380,6,113424,1584
15769,2021-10-19 01:00:00+00:00,368.47,20379,76338,12742,119,4887,31303,1392,0,59466,1660
15770,2021-10-19 02:00:00+00:00,367.36,20328,76664,13105,119,4623,31297,1392,0,60929,1660
15771,2021-10-19 03:00:00+00:00,368.51,20298,79320,13428,120,4585,31417,1392,0,63619,1632
15772,2021-10-19 04:00:00+00:00,379.42,20289,85915,15517,120,4544,31974,1392,0,65389,1814
15773,2021-10-19 05:00:00+00:00,386.19,20301,91756,19749,116,4733,32085,1392,0,69055,1968
15774,2021-10-19 06:00:00+00:00,385.31,20341,93242,23877,116,5183,32092,1392,401,71681,1971
15775,2021-10-19 07:00:00+00:00,376.43,20383,93555,25082,113,4972,32079,1392,5151,74420,1984
15776,2021-10-19 08:00:00+00:00,366.33,20453,93940,25138,112,4913,32048,1392,13916,74444,1996
15777,2021-10-19 09:00:00+00:00,361.58,20481,94417,25662,108,4976,32023,1392,23072,70581,1992
15778,2021-10-19 10:00:00+00:00,352.36,20572,95478,24677,108,4878,31927,1392,29962,73010,1991
15779,2021-10-19 11:00:00+00:00,344.1,20615,95341,21697,107,4403,31889,1392,31868,77293,1964
15780,2021-10-19 12:00:00+00:00,339.83,20605,94332,20080,104,4354,31455,1392,29475,81399,1934
15781,2021-10-19 13:00:00+00:00,336.18,20619,91865,19788,103,4367,31015,1392,25602,84593,1851
15782,2021-10-19 14:00:00+00:00,338.84,20607,92240,19619,101,4327,30978,1391,17467,90040,1744
15783,2021-10-19 15:00:00+00:00,342.37,20589,93751,19534,104,4340,30991,1389,9422,96384,1724
15784,2021-10-19 16:00:00+00:00,341.64,20609,93987,19424,104,4674,30980,1385,2420,103248,1724
15785,2021-10-19 17:00:00+00:00,330.5,20653,92174,19388,104,4362,30959,1384,24,112603,1710
15786,2021-10-19 18:00:00+00:00,307.99,20673,83833,18209,104,4377,30738,1383,4,119076,1621
15787,2021-10-19 19:00:00+00:00,279.1,20669,73831,15542,106,4345,30456,1384,4,127210,1578
15788,2021-10-19 20:00:00+00:00,251.09,20596,63153,14890,108,4478,30218,1384,10,133458,1572
15789,2021-10-19 21:00:00+00:00,231.65,20647,54627,14408,108,4586,30284,1384,8,133767,1572
15790,2021-10-19 22:00:00+00:00,202.7,20604,43332,12805,103,4530,30411,1384,16,134402,1578
15791,2021-10-19 23:00:00+00:00,175.29,20407,33944,10824,88,4594,31205,1376,12,134471,1596
15792,2021-10-20 00:00:00+00:00,185.19,20285,35989,10461,88,4210,28831,1395,0,130296,1534
15793,2021-10-20 01:00:00+00:00,170.77,20236,31452,11224,88,4445,31339,1368,0,131639,1540
15794,2021-10-20 02:00:00+00:00,163.6,20128,28652,11249,88,4422,31172,1348,0,130692,1540
15795,2021-10-20 03:00:00+00:00,164.64,20089,29176,11953,88,4523,31412,1332,0,132461,1540
15796,2021-10-20 04:00:00+00:00,173.27,20098,34621,11914,88,4342,31469,1332,0,141838,1540
15797,2021-10-20 05:00:00+00:00,194.13,20141,44861,12668,88,4335,31084,1332,0,150363,1568
15798,2021-10-20 06:00:00+00:00,201.08,20235,46969,14070,88,4585,30762,1332,670,149778,1802
15799,2021-10-20 07:00:00+00:00,197.64,20285,47687,14500,88,4334,30728,1410,13349,148092,1866
15800,2021-10-20 08:00:00+00:00,184.82,20273,46131,14565,88,4324,30756,1982,34170,148013,1832
15801,2021-10-20 09:00:00+00:00,173.27,20330,45051,14039,88,4286,30668,2448,50113,152394,1615
15802,2021-10-20 10:00:00+00:00,157.3,20389,40034,13680,88,4284,30684,2684,58987,157509,1516
15803,2021-10-20 11:00:00+00:00,145.73,20568,35150,13312,88,4377,30947,3053,58425,162043,1516
15804,2021-10-20 12:00:00+00:00,148.19,20519,35532,12881,88,4316,30607,2964,49674,163541,1516
15805,2021-10-20 13:00:00+00:00,161.16,20509,40090,13158,88,4313,30430,2724,35441,166773,1516
15806,2021-10-20 14:00:00+00:00,177.07,20470,47054,13801,88,4209,30567,1606,22447,171857,1516
15807,2021-10-20 15:00:00+00:00,186.48,20453,48075,14303,88,4326,30582,1332,10787,168159,1524
15808,2021-10-20 16:00:00+00:00,192.99,20465,48926,14121,88,4295,30537,1332,2129,167224,1532
15809,2021-10-20 17:00:00+00:00,196.58,20388,48372,14500,88,4358,29978,1332,6,162763,1608
15810,2021-10-20 18:00:00+00:00,197.51,20438,48009,13970,88,4390,30095,1339,0,159245,1629
15811,2021-10-20 19:00:00+00:00,195.12,20417,47655,13154,88,4252,30068,1360,0,160297,1533
15812,2021-10-20 20:00:00+00:00,195.97,20467,46163,12750,88,4201,28465,1373,0,155023,1532
15813,2021-10-20 21:00:00+00:00,197.54,20341,44169,12369,88,4227,28292,1392,0,145669,1532
15814,2021-10-20 22:00:00+00:00,195.79,20347,41350,11670,88,4178,28232,1399,0,137600,1531
15815,2021-10-20 23:00:00+00:00,196.88,20241,40554,10169,88,4213,28014,1404,0,131344,1548
15816,2021-10-21 00:00:00+00:00,207.58,19153,41690,12141,103,4424,27810,1359,0,124560,1548
15817,2021-10-21 01:00:00+00:00,186.84,20184,33836,10374,88,4174,27863,1400,0,121165,1524
15818,2021-10-21 02:00:00+00:00,187.63,20075,33799,10386,88,4175,27881,1400,0,120019,1524
15819,2021-10-21 03:00:00+00:00,181.4,19974,34696,10383,88,4085,27849,1401,0,131485,1524
15820,2021-10-21 04:00:00+00:00,178.29,19937,37967,10626,88,4166,27784,1400,0,148759,1524
15821,2021-10-21 05:00:00+00:00,184.76,20008,45714,11578,88,4275,27829,1400,0,169213,1512
15822,2021-10-21 06:00:00+00:00,183.77,20090,46306,13141,88,4523,27776,1400,311,175360,1512
15823,2021-10-21 07:00:00+00:00,181.78,20087,46325,13596,88,4439,27809,1400,4927,175997,1512
15824,2021-10-21 08:00:00+00:00,175.7,20101,45994,13870,88,4413,27726,1377,17182,176469,1512
15825,2021-10-21 09:00:00+00:00,165.8,20078,44701,14053,88,4266,27823,1354,32121,179424,1512
15826,2021-10-21 10:00:00+00:00,155.57,20172,42137,14069,88,4160,27766,1346,41303,183859,1512
15827,2021-10-21 11:00:00+00:00,139.14,20254,35365,13821,88,4182,27755,1346,49370,184473,1512
15828,2021-10-21 12:00:00+00:00,129.38,20323,30539,13576,88,4156,27732,1344,55293,179327,1517
15829,2021-10-21 13:00:00+00:00,129.37,20378,29568,13774,88,4148,27712,1346,52853,176316,1558
15830,2021-10-21 14:00:00+00:00,139.24,20334,31948,13917,88,4161,27828,1344,39235,173975,1559
15831,2021-10-21 15:00:00+00:00,168.54,20246,41002,14073,88,4215,27850,1346,21104,167310,1540
15832,2021-10-21 16:00:00+00:00,190.77,18814,46347,15096,88,4279,27852,1345,4197,164333,1621
15833,2021-10-21 17:00:00+00:00,197.34,19322,46472,16181,88,4459,27867,1346,12,160291,1811
15834,2021-10-21 18:00:00+00:00,209.98,19007,47778,16690,88,4773,27944,1344,0,147073,1857
15835,2021-10-21 19:00:00+00:00,211.64,19083,45591,16984,88,4573,27917,1344,0,138904,1868
15836,2021-10-21 20:00:00+00:00,219.72,19045,47939,16785,88,4834,27903,1344,0,135242,1868
15837,2021-10-21 21:00:00+00:00,223.88,19354,48469,15487,88,4971,27907,1344,0,129976,1864
15838,2021-10-21 22:00:00+00:00,221.76,18971,46683,14558,93,4928,27906,1344,0,125939,1721
15839,2021-10-21 23:00:00+00:00,216.27,18857,45185,12750,108,4435,27771,1344,0,125790,1560
15840,2021-10-22 00:00:00+00:00,231.23,20159,49176,12085,114,4423,27786,1268,0,119474,1610
15841,2021-10-22 01:00:00+00:00,204.58,18743,41015,12698,108,4511,27777,1344,0,126761,1575
15842,2021-10-22 02:00:00+00:00,203.01,18641,41090,12859,112,4335,27785,1344,0,129418,1620
15843,2021-10-22 03:00:00+00:00,205.85,18566,42950,13023,110,4341,27779,1344,0,132062,1620
15844,2021-10-22 04:00:00+00:00,210.06,18608,46336,13460,110,4376,27734,1344,0,137962,1627
15845,2021-10-22 05:00:00+00:00,213.04,18686,49117,15438,110,4438,27752,1345,0,145674,1800
15846,2021-10-22 06:00:00+00:00,219.34,18777,52433,16385,112,4616,27782,1347,372,148010,1816
15847,2021-10-22 07:00:00+00:00,214.41,18855,52928,16226,112,4803,27858,1345,9556,147953,1816
15848,2021-10-22 08:00:00+00:00,199.14,18886,51931,15612,112,4735,27819,1333,29910,149927,1808
15849,2021-10-22 09:00:00+00:00,176.87,18911,48210,14044,112,4660,27834,1307,50267,156390,1641
15850,2021-10-22 10:00:00+00:00,155.08,18975,41536,13172,112,4475,27813,1292,63487,162087,1524
15851,2021-10-22 11:00:00+00:00,139.92,19737,34624,13130,112,4507,27810,1293,67530,162359,1520
15852,2021-10-22 12:00:00+00:00,139.22,19400,33492,12960,108,4389,27832,1293,62562,161189,1520
15853,2021-10-22 13:00:00+00:00,141.64,20461,33621,12820,108,4430,27760,1292,52596,163608,1520
15854,2021-10-22 14:00:00+00:00,154.28,20594,36914,12858,108,4676,27763,1292,37571,162227,1520
15855,2021-10-22 15:00:00+00:00,184.45,20540,46488,13249,108,4786,27753,1292,18600,160420,1663
15856,2021-10-22 16:00:00+00:00,211.12,20582,52409,14271,110,4914,27690,1292,3304,153633,1842
15857,2021-10-22 17:00:00+00:00,220.89,20620,53695,14642,112,4957,27754,1292,9,147280,1790
15858,2021-10-22 18:00:00+00:00,224.08,20677,54067,14296,112,4818,27621,1292,0,144052,1771
15859,2021-10-22 19:00:00+00:00,228.26,20735,54292,13618,112,4508,27672,1292,0,138764,1699
15860,2021-10-22 20:00:00+00:00,230.99,20740,54326,12166,115,4431,27733,1292,0,133717,1617
15861,2021-10-22 21:00:00+00:00,232.03,20670,52674,12175,116,4403,27784,1292,0,128114,1620
15862,2021-10-22 22:00:00+00:00,225.36,20698,48785,11472,116,4405,27738,1291,0,124241,1622
15863,2021-10-22 23:00:00+00:00,232.9,20672,50821,11582,116,4421,27790,1265,2,121480,1628
15864,2021-10-23 00:00:00+00:00,316.62,19923,59846,10790,95,4211,31040,1216,0,67359,1631
15865,2021-10-23 01:00:00+00:00,244.4,20529,52187,12342,116,4287,27778,1240,0,113943,1628
15866,2021-10-23 02:00:00+00:00,252.1,20424,54387,12207,116,4215,27706,1238,0,111705,1650
15867,2021-10-23 03:00:00+00:00,266.81,20324,57269,12532,117,4348,27749,1233,0,104845,1780
15868,2021-10-23 04:00:00+00:00,286.81,20274,60763,13492,116,4299,28082,1232,0,95409,1826
15869,2021-10-23 05:00:00+00:00,296.7,20406,60860,14670,116,4658,29734,1232,0,86577,1844
15870,2021-10-23 06:00:00+00:00,317.47,20502,65396,16033,116,4645,30217,1232,344,79091,1864
15871,2021-10-23 07:00:00+00:00,318.28,20590,66957,16772,116,4751,30503,1232,9617,72823,1868
15872,2021-10-23 08:00:00+00:00,306.83,20710,67173,17340,114,4718,30986,1232,32197,61809,1875
15873,2021-10-23 09:00:00+00:00,289.58,20699,67649,15515,112,4724,30990,1232,59196,52431,1870
15874,2021-10-23 10:00:00+00:00,278.77,20745,67487,14425,108,5025,31151,1230,72753,49212,1860
15875,2021-10-23 11:00:00+00:00,279.82,20779,66725,13989,108,4928,31304,1224,73016,46000,1860
15876,2021-10-23 12:00:00+00:00,300.35,20813,69377,14416,108,4455,31333,1224,64449,40578,1858
15877,2021-10-23 13:00:00+00:00,328.95,20862,73800,15419,108,4841,31882,1218,53679,34227,1856
15878,2021-10-23 14:00:00+00:00,360.94,20803,75955,16742,108,4570,32003,1203,39015,29196,1868
15879,2021-10-23 15:00:00+00:00,401.32,20836,77685,21183,108,4555,31946,1200,21174,25505,1881
15880,2021-10-23 16:00:00+00:00,435.88,20830,78245,27459,109,5096,32006,1200,4158,25118,1883
15881,2021-10-23 17:00:00+00:00,442.27,20912,79776,29747,112,4759,32029,1200,14,27888,1889
15882,2021-10-23 18:00:00+00:00,434.13,21003,80520,29560,116,4456,32041,1203,7,32610,1904
15883,2021-10-23 19:00:00+00:00,423.71,21056,80053,27171,116,4391,32028,1208,5,36970,1904
15884,2021-10-23 20:00:00+00:00,417.94,21066,78925,23310,120,4200,32015,1208,7,38263,1904
15885,2021-10-23 21:00:00+00:00,405.58,21044,77950,20383,120,4100,32024,1208,6,43009,1905
15886,2021-10-23 22:00:00+00:00,384.61,20702,73515,15141,112,4117,32039,1208,17,47739,1839
15887,2021-10-23 23:00:00+00:00,355.96,19718,64711,10770,88,4112,32096,1208,0,50727,1709
15888,2021-10-24 00:00:00+00:00,319.1,20474,64674,11112,88,3963,30566,1232,0,74300,1560
15889,2021-10-24 01:00:00+00:00,339.88,19561,61166,10121,88,4131,32129,1208,0,54225,1632
15890,2021-10-24 02:00:00+00:00,335.25,19492,61366,10147,88,4105,32186,1208,0,57157,1632
15891,2021-10-24 03:00:00+00:00,334.21,19459,61771,10298,88,4118,32193,1208,0,58432,1632
15892,2021-10-24 04:00:00+00:00,328.15,19453,61052,10182,88,4052,32137,1208,0,60998,1632
15893,2021-10-24 05:00:00+00:00,319.27,19457,59892,10172,88,4262,32162,1208,0,64327,1594
15894,2021-10-24 06:00:00+00:00,314.09,19556,59116,10481,88,4358,32141,1208,375,65971,1508
15895,2021-10-24 07:00:00+00:00,297.68,19631,59689,11090,88,4295,32163,1209,13908,66676,1511
15896,2021-10-24 08:00:00+00:00,266.83,19695,59394,8637,88,4572,32088,1208,45065,62071,1532
15897,2021-10-24 09:00:00+00:00,251.39,19707,57937,7705,88,4260,30555,1208,75791,48243,1560
15898,2021-10-24 10:00:00+00:00,236.8,19693,55785,7451,88,4186,29960,1208,96992,41022,1560
15899,2021-10-24 11:00:00+00:00,215.64,19723,49375,7433,88,4152,29593,1208,106562,41154,1559
15900,2021-10-24 12:00:00+00:00,200.9,19743,42834,7393,88,4270,29515,1208,104059,42014,1548
15901,2021-10-24 13:00:00+00:00,209.26,19724,42129,7396,88,4292,29831,1208,89865,40610,1548
15902,2021-10-24 14:00:00+00:00,253.57,19728,51585,7383,88,4362,29899,1215,65394,40378,1555
15903,2021-10-24 15:00:00+00:00,316.76,19788,61941,8257,88,4374,29888,1232,32619,41258,1560
15904,2021-10-24 16:00:00+00:00,366.62,19789,71213,10423,88,4446,30966,1232,5123,49547,1749
15905,2021-10-24 17:00:00+00:00,344.59,19789,73185,11382,88,4630,30935,1232,5,70236,1900
15906,2021-10-24 18:00:00+00:00,316.75,19773,70797,11155,88,3928,30315,1232,0,86881,1879
15907,2021-10-24 19:00:00+00:00,295.02,19790,65482,9545,88,3871,29827,1232,0,93446,1643
15908,2021-10-24 20:00:00+00:00,286.38,19767,62391,9208,88,4018,28630,1232,0,95177,1548
15909,2021-10-24 21:00:00+00:00,281.5,19666,60718,9105,88,3879,29111,1233,0,95451,1548
15910,2021-10-24 22:00:00+00:00,285.65,19951,60546,9522,88,3970,29184,1240,0,91875,1544
15911,2021-10-24 23:00:00+00:00,300.95,20812,64008,11235,88,3814,29765,1240,0,87036,1533
15912,2021-10-25 00:00:00+00:00,369.27,19869,80315,13864,88,3987,31466,1255,0,65194,1649
15913,2021-10-25 01:00:00+00:00,321.58,20637,66116,11795,88,3836,30078,1240,0,75854,1532
15914,2021-10-25 02:00:00+00:00,329.53,20567,66809,11644,88,3930,29993,1240,0,71640,1576
15915,2021-10-25 03:00:00+00:00,334.19,20498,67571,12596,88,3783,29582,1240,0,70950,1681
15916,2021-10-25 04:00:00+00:00,349.78,20460,75120,15842,88,3850,30615,1240,0,72222,1780
15917,2021-10-25 05:00:00+00:00,368.87,20451,83638,23163,88,3949,31249,1240,0,73022,1904
15918,2021-10-25 06:00:00+00:00,378.15,20545,86850,29157,88,4277,31973,1240,366,71285,1912
15919,2021-10-25 07:00:00+00:00,369.09,20555,86048,30501,88,4989,32157,1241,10868,66634,1936
15920,2021-10-25 08:00:00+00:00,356.92,20605,86048,30695,88,4572,32204,1253,33396,55740,1963
15921,2021-10-25 09:00:00+00:00,346.03,20688,86897,29693,88,5026,32184,1268,56622,43943,2025
15922,2021-10-25 10:00:00+00:00,343.96,20799,87531,29118,88,4844,32155,1268,68534,35782,2008
15923,2021-10-25 11:00:00+00:00,343.77,20833,87665,29178,88,4290,32095,1268,73239,32470,1966
15924,2021-10-25 12:00:00+00:00,349.56,20838,87796,29389,88,4143,32044,1269,68957,31901,1928
15925,2021-10-25 13:00:00+00:00,363.56,20953,87844,29993,88,4085,31992,1268,55238,33584,1926
15926,2021-10-25 14:00:00+00:00,386.86,20999,88833,32330,88,4390,31957,1268,36981,35145,1928
15927,2021-10-25 15:00:00+00:00,412.29,21009,90214,33155,88,4226,31950,1268,17785,38339,1918
15928,2021-10-25 16:00:00+00:00,426.7,21010,91263,34198,88,4706,31910,1268,2909,44420,1933
15929,2021-10-25 17:00:00+00:00,420.52,21007,92082,34376,88,5025,31908,1268,2,51147,1952
15930,2021-10-25 18:00:00+00:00,411.21,21000,92428,34175,88,4442,31920,1262,0,57583,1972
15931,2021-10-25 19:00:00+00:00,399.14,20986,91908,30802,88,3934,31919,1260,0,64348,1976
15932,2021-10-25 20:00:00+00:00,395.39,20430,91243,24803,88,3991,31937,1260,0,64710,1975
15933,2021-10-25 21:00:00+00:00,395.8,19832,89818,22254,88,3948,31974,1260,0,62500,1942
15934,2021-10-25 22:00:00+00:00,389.6,19784,88575,17497,88,3886,31972,1260,0,63668,1866
15935,2021-10-25 23:00:00+00:00,389.67,19667,85857,13734,88,4079,31973,1260,0,59240,1671
15936,2021-10-26 00:00:00+00:00,309.31,20550,68145,12324,88,4200,30923,1484,0,87304,1421
15937,2021-10-26 01:00:00+00:00,386.25,19506,84310,13422,88,4092,31902,1257,0,59476,1672
15938,2021-10-26 02:00:00+00:00,390.14,19446,84554,13455,88,4182,31965,1255,0,57421,1672
15939,2021-10-26 03:00:00+00:00,401.78,19381,87741,14447,88,4116,31982,1248,0,54785,1713
15940,2021-10-26 04:00:00+00:00,410.36,19348,90762,17659,88,4206,31993,1248,0,53896,1836
15941,2021-10-26 05:00:00+00:00,410.52,19774,90289,27327,88,4845,31972,1248,0,54457,1836
15942,2021-10-26 06:00:00+00:00,405.94,20545,89031,32301,88,4733,31726,1248,149,56817,1911
15943,2021-10-26 07:00:00+00:00,398.56,20635,89041,33222,88,5379,31700,1240,4273,57221,1962
15944,2021-10-26 08:00:00+00:00,386.24,20761,89121,33340,88,4797,31693,1229,15189,55984,1984
15945,2021-10-26 09:00:00+00:00,369.94,20807,89456,32382,88,4492,31689,1230,29156,55261,1985
15946,2021-10-26 10:00:00+00:00,346.32,20876,89724,28492,88,4474,31644,1224,41348,61759,1922
15947,2021-10-26 11:00:00+00:00,325.29,20943,86591,23850,88,4834,31614,1226,48936,66135,1919
15948,2021-10-26 12:00:00+00:00,318.71,20906,84263,22998,88,4413,31558,1306,47837,69517,1916
15949,2021-10-26 13:00:00+00:00,325.93,20808,84592,22887,88,4465,31638,1742,40514,70310,1902
15950,2021-10-26 14:00:00+00:00,345.01,20889,85687,26027,88,4374,31759,1964,28619,68075,1860
15951,2021-10-26 15:00:00+00:00,363.52,20919,85900,26535,88,4631,31796,1484,13762,67104,1834
15952,2021-10-26 16:00:00+00:00,379.31,20969,86921,29217,88,5063,31776,1216,2121,68191,1836
15953,2021-10-26 17:00:00+00:00,369.9,21021,85896,30524,88,5052,31773,1216,1,75772,1866
15954,2021-10-26 18:00:00+00:00,354.94,21078,85885,26599,88,4837,31775,1321,0,85520,1877
15955,2021-10-26 19:00:00+00:00,337.44,21092,83575,22051,88,4742,31787,1587,0,94199,1888
15956,2021-10-26 20:00:00+00:00,314.38,21095,76261,17122,88,4774,31748,1562,0,98890,1817
15957,2021-10-26 21:00:00+00:00,301.81,21021,71648,12636,88,4518,30795,1553,0,99695,1654
15958,2021-10-26 22:00:00+00:00,292.7,20965,68119,11755,88,4347,30160,1550,0,101055,1583
15959,2021-10-26 23:00:00+00:00,287.35,20976,64010,11586,88,4309,30551,1554,0,96949,1352
15960,2021-10-27 00:00:00+00:00,355.66,20948,79939,12522,88,4351,30917,1558,0,72772,1599
15961,2021-10-27 01:00:00+00:00,283.96,20821,60587,11911,88,4276,30654,1560,0,93261,1314
15962,2021-10-27 02:00:00+00:00,288.86,20746,61297,12261,88,4220,30603,1565,0,91059,1328
15963,2021-10-27 03:00:00+00:00,305.13,20684,66527,12626,88,4349,30468,1565,0,88200,1386
15964,2021-10-27 04:00:00+00:00,324.67,20594,74233,14275,88,4470,30411,1568,0,87383,1590
15965,2021-10-27 05:00:00+00:00,341.24,20574,81876,17918,88,4815,30372,1559,0,88148,1690
15966,2021-10-27 06:00:00+00:00,344.87,20561,82927,19808,88,4616,30679,1473,202,87407,1689
15967,2021-10-27 07:00:00+00:00,335.87,20593,83064,20600,88,4515,31067,1554,5738,89680,1656
15968,2021-10-27 08:00:00+00:00,319.73,20691,81703,20007,88,4349,31023,2057,17185,91196,1656
15969,2021-10-27 09:00:00+00:00,308.97,20692,82305,19319,88,4626,31000,2635,31134,89618,1659
15970,2021-10-27 10:00:00+00:00,299.89,20725,81984,18595,88,4875,30991,2601,41987,87604,1651
15971,2021-10-27 11:00:00+00:00,293.37,20735,80647,18324,88,4620,30971,2838,48500,86483,1659
15972,2021-10-27 12:00:00+00:00,294.77,20732,81213,18097,88,4597,30960,2843,49912,84755,1688
15973,2021-10-27 13:00:00+00:00,306.6,20811,83889,18468,88,4282,30927,2097,43676,82802,1691
15974,2021-10-27 14:00:00+00:00,321.9,20968,84550,19827,88,4366,30923,1635,31204,80885,1693
15975,2021-10-27 15:00:00+00:00,349.15,20955,86851,21914,88,4667,30924,1444,15267,76578,1688
15976,2021-10-27 16:00:00+00:00,373.46,21097,88530,25171,88,4867,30931,1125,2519,73283,1688
15977,2021-10-27 17:00:00+00:00,375.86,21182,88589,26713,88,5346,30938,1128,2,74014,1721
15978,2021-10-27 18:00:00+00:00,374.59,21252,88125,26937,88,5348,30948,1130,0,74361,1732
15979,2021-10-27 19:00:00+00:00,373.8,21241,87917,26191,88,5049,30969,1131,0,74680,1732
15980,2021-10-27 20:00:00+00:00,373.84,21220,87157,22104,88,4997,30999,1134,0,72439,1732
15981,2021-10-27 21:00:00+00:00,374.32,21142,86716,15988,88,4886,31019,1139,0,69742,1716
15982,2021-10-27 22:00:00+00:00,374.14,21088,85904,14308,88,4900,31001,1225,0,68401,1699
15983,2021-10-27 23:00:00+00:00,377.91,21022,86627,13439,88,4514,30990,1559,0,67303,1689
15984,2021-10-28 00:00:00+00:00,328.05,20722,71435,12539,115,4214,30747,1567,0,79381,1490
15985,2021-10-28 01:00:00+00:00,387.4,20901,87168,12704,88,4368,31022,1557,0,62160,1693
15986,2021-10-28 02:00:00+00:00,390.52,20910,86502,12812,88,4474,31049,1576,0,59494,1694
15987,2021-10-28 03:00:00+00:00,394.36,20828,87918,13178,88,4660,31565,1586,0,58335,1722
15988,2021-10-28 04:00:00+00:00,401.44,20794,91362,16414,88,4305,31931,1592,0,58871,1855
15989,2021-10-28 05:00:00+00:00,404.58,20865,94633,19970,88,4971,31974,1581,0,60695,2034
15990,2021-10-28 06:00:00+00:00,404.44,20864,95715,21345,88,5578,31999,1573,156,61355,1895
15991,2021-10-28 07:00:00+00:00,391,20839,94613,21617,88,5453,32012,1568,7060,62506,1879
